4268.754499569115	5495.83913844077	4061.6061315047837	7208.048840199938
3671.1559396663633	5772.501988200512	4061.6061315047837	7208.048840199938
3385.134096188851	6089.196310488455	4061.6061315047837	7208.048840199938
3945.804072023937	6052.2963095170535	4061.6061315047837	7208.048840199938
3960.0174979043104	6383.013995994832	4061.6061315047837	7208.048840199938
5163.756847180417	6350.5822536384585	4061.6061315047837	7208.048840199938
5466.480302949666	6395.30927542979	4061.6061315047837	7208.048840199938
2471.1244267499596	6661.564651709825	4061.6061315047837	7208.048840199938
3681.9240083795744	6672.32043349713	4061.6061315047837	7208.048840199938
4568.590146948892	6696.463999318443	4061.6061315047837	7208.048840199938
4854.180618962079	6679.741350270547	4061.6061315047837	7208.048840199938
2180.272632004633	6966.270082822432	4061.6061315047837	7208.048840199938
3064.4989159058077	6993.056765761868	4061.6061315047837	7208.048840199938
3967.752875694009	6988.708933204841	4061.6061315047837	7208.048840199938
5762.523080353874	6991.442278990101	4061.6061315047837	7208.048840199938
3063.6617821608656	7249.493786488619	4061.6061315047837	7208.048840199938
3394.037870021853	7290.462471956473	4061.6061315047837	7208.048840199938
3991.116694864089	7293.327470229482	4061.6061315047837	7208.048840199938
4869.526292665592	7266.935398582336	4061.6061315047837	7208.048840199938
5442.311274246646	7295.624921594289	4061.6061315047837	7208.048840199938
5769.575018811786	7260.042865979608	4061.6061315047837	7208.048840199938
2502.2605676125545	7565.74346825661	4061.6061315047837	7208.048840199938
5781.0893378264545	7580.281230176137	4061.6061315047837	7208.048840199938
3094.9573520056783	7901.899556497363	4061.6061315047837	7208.048840199938
4572.835582282779	7879.291768464434	4061.6061315047837	7208.048840199938
5167.259790121691	7842.144587153244	4061.6061315047837	7208.048840199938
2777.842112502903	8176.298602845941	4061.6061315047837	7208.048840199938
3068.322717994738	8180.325789041173	4061.6061315047837	7208.048840199938
4300.430248690115	8147.052471951437	4061.6061315047837	7208.048840199938
4561.64675084771	8195.686698494685	4061.6061315047837	7208.048840199938
5490.595117474653	8170.529953660147	4061.6061315047837	7208.048840199938
3678.872181470384	8489.069044958102	4061.6061315047837	7208.048840199938
4572.855438529436	8468.568557956634	4061.6061315047837	7208.048840199938
5478.008896092208	8486.583566133646	4061.6061315047837	7208.048840199938
4884.241481294161	8748.544084360225	4061.6061315047837	7208.048840199938
