3477.0	125	1499007.6
4113.0	130	1499009.3
3401.0	126	1499016.0
4039.0	191	1499024.3
3477.0	125	1499041.7
3715.0	24	1499044.9
4042.0	157	1499053.0
4354.0	8	1499056.0
3874.0	77	1499061.6
3562.0	43	1499063.8
3564.0	147	1499064.9
3952.0	97	1499067.2
4277.0	81	1499075.8
4127.0	98	1499077.3
4520.0	104	1499091.9
4043.0	189	1499098.7
3799.0	55	1499107.5
3886.0	150	1499113.5
3959.0	42	1499114.9
4200.0	41	1499118.6
4440.0	46	1499127.3
4353.0	107	1499129.3
4356.0	177	1499130.3
4521.0	158	1499132.7
3483.0	152	1499136.6
4366.0	154	1499140.7
4118.0	90	1499151.5
4113.0	130	1499155.7
4120.0	68	1499156.6
3564.0	147	1499158.6
3645.0	131	1499158.7
3802.0	133	1499163.3
4445.0	95	1499175.5
4032.0	175	1499179.9
3718.0	73	1499181.5
4042.0	157	1499183.1
3483.0	152	1499185.1
4124.0	193	1499187.8
4203.0	141	1499192.5
3797.0	32	1499222.8
3477.0	125	1499227.5
3400.0	89	1499231.0
4122.0	156	1499234.5
4196.0	20	1499237.2
4281.0	108	1499247.1
3884.0	57	1499262.6
4441.0	31	1499262.9
4440.0	46	1499264.3
4045.0	100	1499269.0
4124.0	193	1499269.1
4126.0	10	1499270.3
4524.0	199	1499271.9
4602.0	56	1499272.7
4444.0	29	1499272.8
3642.0	121	1499280.3
3953.0	60	1499283.6
4279.0	96	1499284.7
4045.0	100	1499289.9
3483.0	152	1499295.4
3883.0	58	1499299.9
3800.0	111	1499303.2
4125.0	110	1499307.5
3482.0	78	1499310.4
4282.0	181	1499314.7
3635.0	74	1499317.0
3483.0	152	1499329.3
3563.0	9	1499330.4
3560.0	134	1499333.1
4355.0	45	1499340.1
3720.0	149	1499340.8
4196.0	20	1499343.1
3557.0	144	1499346.7
3794.0	109	1499352.7
3636.0	75	1499353.4
4206.0	7	1499355.5
4124.0	193	1499367.4
3795.0	63	1499370.3
3959.0	42	1499373.4
4353.0	107	1499376.2
3882.0	64	1499384.6
3799.0	55	1499385.5
3801.0	28	1499387.8
3717.0	2	1499398.4
4437.0	168	1499407.2
4042.0	157	1499419.2
4127.0	98	1499420.3
4204.0	142	1499422.0
4355.0	45	1499423.8
3725.0	128	1499426.5
3565.0	173	1499426.7
3716.0	25	1499458.7
3799.0	55	1499485.7
3793.0	62	1499500.7
4365.0	21	1499503.2
4121.0	178	1499508.9
4200.0	41	1499517.7
4114.0	19	1499520.2
3398.0	146	1499523.6
4284.0	51	1499533.4
4443.0	139	1499536.1
4033.0	171	1499536.7
4278.0	30	1499536.8
3883.0	58	1499538.7
4356.0	177	1499549.8
3806.0	198	1499589.6
4280.0	11	1499593.3
4516.0	195	1499600.8
4195.0	187	1499606.0
4037.0	118	1499607.3
4516.0	195	1499616.5
4118.0	90	1499639.9
4284.0	51	1499648.8
3963.0	127	1499651.0
3955.0	88	1499652.1
3562.0	43	1499652.6
3643.0	197	1499654.9
4044.0	160	1499657.4
3796.0	65	1499662.5
4285.0	53	1499666.3
3559.0	86	1499668.5
3803.0	184	1499670.7
4443.0	139	1499679.8
3722.0	163	1499683.7
4524.0	199	1499691.5
4118.0	90	1499695.7
4123.0	105	1499695.7
3966.0	93	1499695.8
3884.0	57	1499705.0
3795.0	63	1499707.1
4359.0	47	1499708.7
4438.0	170	1499711.6
3726.0	106	1499712.0
4193.0	44	1499717.6
3714.0	143	1499718.8
4123.0	105	1499720.3
4438.0	170	1499723.0
4044.0	160	1499725.8
4033.0	171	1499726.1
4198.0	123	1499726.5
4201.0	113	1499726.6
4520.0	104	1499728.1
4115.0	176	1499728.6
3559.0	86	1499730.5
3884.0	57	1499734.6
3565.0	173	1499736.4
4285.0	53	1499736.5
4277.0	81	1499736.8
